CODE FOYER;RANG LUMINAIRE;ARMOIRE;ADRESSE;DOMAINE;TYPE SUPPORT;NATURE SUPPORT;HAUTEUR SUPPORT;ETAT SUPPORT;OBSERVATION SUPPORT;COFFRET CLASSE II;MISE A LA TERRE MAT;TYPE CROSSE;SAILLIE CROSSE;ETAT CROSSE;OBSERVATION CROSSE;MARQUE LUMINAIRE;MODELE LUMINAIRE;HAUTEUR DE FEU;ETAT LUMINAIRE;TYPE SOURCE;NOMBRE DE LEDS;PUISSANCE ESTIMEE SOURCE;TYPE DE FIXATION;OBSERVATION LUMINAIRE;TYPE RESEAU;OBSERVATION RESEAU;X;Y
186/294;1;360;AVENUE D’ELNE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;8;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;ABEL;ELLO;8;BON;LED;45;;LATERALE;;SOUTERRAIN;;2.99221059067336;42.6647715541775
186/295;1;360;AVENUE D’ELNE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;8;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;ABEL;ELLO;8;BON;LED;45;;LATERALE;;SOUTERRAIN;;2.99228217562173;42.6650379717681
186/295;2;360;AVENUE D’ELNE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;8;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;ABEL;ELLO;6;BON;LED;16;;LATERALE;;SOUTERRAIN;;2.9922707427631;42.6650398959695
186/296;2;360;AVENUE D’ELNE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;8;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;ABEL;ELLO;6;BON;LED;16;;LATERALE;;SOUTERRAIN;;2.9923400486856;42.6652801736311
186/296;1;360;AVENUE D’ELNE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;8;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;ABEL;ELLO;8;BON;LED;45;;LATERALE;;SOUTERRAIN;;2.9923513153559;42.6652774805522
186/297;1;360;AVENUE D’ELNE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;8;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;ABEL;ELLO;8;BON;LED;45;;LATERALE;;SOUTERRAIN;;2.99243845463341;42.6655527222598
186/297;2;360;AVENUE D’ELNE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;8;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;ABEL;ELLO;6;BON;LED;16;;LATERALE;;SOUTERRAIN;;2.99242616298536;42.6655538696372
186/BA;1;360;RUE DES JACINTHES;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;OUI;OUI;;;BON;;ECLATEC;TEO;7;BON;LED;24;;SOMMITALE ROTULE;;SOUTERRAIN;;2.9925379897635;42.6650826161322
186/BB;1;360;RUE DES JACINTHES;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;OUI;OUI;;;BON;;ECLATEC;TEO;7;BON;LED;24;;SOMMITALE ROTULE;;SOUTERRAIN;;2.99274417468076;42.6649425450423
186/BC;1;360;RUE DES JACINTHES;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;OUI;OUI;;;BON;;ECLATEC;TEO;7;BON;LED;24;;SOMMITALE ROTULE;;SOUTERRAIN;;2.99292619222195;42.66481723515
186/BD;1;360;RUE DES JACINTHES;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;OUI;OUI;;;BON;;ECLATEC;TEO;7;BON;LED;24;;SOMMITALE ROTULE;;SOUTERRAIN;;2.99304165178712;42.6647128218267
186/BE;1;360;RUE DES JACINTHES;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;OUI;OUI;;;BON;;ECLATEC;TEO;7;BON;LED;24;;SOMMITALE ROTULE;;SOUTERRAIN;;2.99298603079967;42.6646026852257
186/BF;1;360;RUE DES JACINTHES;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;OUI;OUI;;;BON;;ECLATEC;TEO;7;BON;LED;24;;SOMMITALE ROTULE;;SOUTERRAIN;;2.99266101943155;42.6645667196368
186/BG;1;360;RUE DES JACINTHES;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;OUI;OUI;;;BON;;ECLATEC;TEO;7;BON;LED;24;;SOMMITALE ROTULE;;SOUTERRAIN;;2.99246851585608;42.6647038580257
186/288;1;360;RUE DES TAMARINS;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;;BON;;;;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.99204959550645;42.6646443620027
186/293;1;360;RUE DES TAMARINS;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;;BON;;;;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.99189583447254;42.6645540480816
186/13602;1;357;RUE DES POURPIERS;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.99248182888856;42.6631778607376
186/13601;1;357;RUE DES POURPIERS;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.99274749395574;42.6633647725281
186/228;1;357;RUE DES POURPIERS;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.99296939400059;42.6635241662854
186/CA;1;357;RUE DES CENTAUREES;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;LED;16;;LATERALE;;SOUTERRAIN;;2.99282275930185;42.6636268799726
186/CB;1;357;RUE DES CENTAUREES;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;LED;16;;LATERALE;;SOUTERRAIN;;2.99264653679254;42.6637796746245
186/CC;1;357;RUE DES CENTAUREES;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;LED;16;;LATERALE;;SOUTERRAIN;;2.99249998024721;42.6639040789869
186/CD;1;357;RUE DES CENTAUREES;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;LED;16;;LATERALE;;SOUTERRAIN;;2.99266500705309;42.6640362242887
186/CE;1;357;RUE DES CENTAUREES;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;LED;16;;LATERALE;;SOUTERRAIN;;2.99288994969182;42.6641687788604
186/CF;1;357;RUE DES CENTAUREES;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;LED;16;;LATERALE;;SOUTERRAIN;;2.99306093861627;42.6640409308303
186/CG;1;357;RUE DES CENTAUREES;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;LED;16;;LATERALE;;SOUTERRAIN;;2.99323354989811;42.663908525935
186/227;1;357;RUE DES POURPIERS;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.99320993049436;42.6636970967144
186/226;1;357;RUE DES POURPIERS;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.99354944606102;42.663937316812
186/225;1;357;RUE DES POURPIERS;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;7;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.99383977706929;42.6641489671659
186/224;1;357;RUE DES POURPIERS;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.9937748333658;42.6642551477868
186/223;1;357;RUE DES POURPIERS;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.9935361734527;42.6643275113132
186/222;1;357;RUE DES POURPIERS;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.99362290040351;42.6644696731486
186/221;1;357;RUE DES POURPIERS;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.99371095596259;42.664638615784
186/236;1;357;RUE DES SALADELLES;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.99390367333714;42.6640479500172
186/235;1;357;RUE DES SALADELLES;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;IM;;100;LATERALE;;SOUTERRAIN;;2.9940310310882;42.6638840564865
186/234;1;357;RUE DES SALADELLES;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;PAS DE TRAPPE DE VISITE;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;IM;;100;LATERALE;;SOUTERRAIN;;2.99416644582909;42.6638339899687
186/233;1;357;RUE DES SALADELLES;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.99420591241277;42.6636844732037
186/232;1;357;RUE DES SALADELLES;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.9943711745773;42.6635924939074
186/230;1;357;RUE DES SALADELLES;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.99444840543722;42.6634518110719
186/8032;1;357;RUE DES JONCS;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.9944531476436;42.6633035735822
186/8031;1;357;RUE DES JONCS;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.99423392906985;42.6632377142144
186/8042;1;357;RUE DES JONCS;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.9940562557814;42.6630764641606
186/13623;1;357;RUE DES JONCS;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.99393949815065;42.6629857483119
186/8041;1;357;RUE DES JONCS;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.99379692563358;42.6628765691339
186/8040;1;357;RUE DES JONCS;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.99358573350693;42.6628129982244
186/13622;1;357;RUE DES GENETS;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.99341688706443;42.662972302897
186/8039;1;357;RUE DES GENETS;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.99326795088192;42.6628380877185
186/241;1;357;RUE DES GENETS;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.99312360329386;42.6627253127378
186/240;1;357;RUE DES GENETS;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.99297141700662;42.6626263549531
186/239;1;357;RUE DES GENETS;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.99282560336803;42.6625141397632
186/238;1;357;RUE DES GENETS;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.99269407204412;42.662414498598
186/237;1;357;RUE DES LISERONS;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.99259597511678;42.6624668465947
186/13621;1;357;RUE DES LISERONS;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.99242368094024;42.6625885478377
186/13620;1;357;RUE DES LISERONS;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.99222878335451;42.6627229320032
186/229;1;357;RUE DES POURPIERS;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.9920638679397;42.662715061838
186/13603;1;357;RUE DES POURPIERS;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.99229285838708;42.6629169265704
186/8038;1;357;RUE DES ANTHEMIS;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.99244438351429;42.663054912817
186/7918;1;357;RUE DES ANTHEMIS;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.99262314825581;42.6630122566581
186/16478;1;357;RUE DES ANTHEMIS;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.99281335304251;42.6628749256119
186/242;1;357;RUE DES ANTHEMIS;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.99300457292546;42.662741308049
186/8043;1;357;RUE DES ARBOUSIERS;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.9933284416365;42.6631335380277
186/8044;1;357;RUE DES ARBOUSIERS;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.99313847939496;42.6632662048402
186/13624;1;357;RUE DES ARBOUSIERS;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.99294337250177;42.6634020493912
186/13604;1;357;RUE DE LA SALICORNE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.99338536697774;42.6637172897021
186/8027;1;357;RUE DE LA SALICORNE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.99355476139258;42.6635205608794
186/8028;1;357;RUE DE LA SALICORNE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.99375283542114;42.6634580832168
186/8029;1;357;RUE DE LA SALICORNE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.99384122874677;42.6633200800295
186/8030;1;357;RUE DE LA SALICORNE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;RAGNI;ATINIA;6;MOYEN;SHP;;100;LATERALE;;SOUTERRAIN;;2.9940961993705;42.6632202182025
186/7479;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;ENCASTRE DE SOL;;;;;;;;;;;LEC;DECORATION;;MOYEN;LED;16;;;;SOUTERRAIN;;2.99041910924835;42.6684028691079
186/7477;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;ENCASTRE DE SOL;;;;;;;;;;;LEC;DECORATION;;MOYEN;LED;16;;;;SOUTERRAIN;;2.99020008740567;42.6683532989782
186/3725;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;5;BON;;OUI;OUI;;;;;PHILIPS;CITYSPIRIT STREET;5;MOYEN;COSMO;;90;TOP;;SOUTERRAIN;;2.99003556635125;42.6682794268817
186/7072;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;ENCASTRE DE SOL;;;;;;;;;;;LEC;DECORATION;;MOYEN;LED;16;;;;SOUTERRAIN;;2.99001971557806;42.6682807849153
186/13536;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;ENCASTRE DE SOL;;;;;;;;;;;LEC;DECORATION;;MOYEN;LED;16;;;;SOUTERRAIN;;2.98997571968872;42.6682610630413
186/13519;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;ENCASTRE DE SOL;;;;;;;;;;;LEC;DECORATION;;MOYEN;LED;16;;;;SOUTERRAIN;;2.9894360451037;42.668016885933
186/3832;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;5;BON;;OUI;OUI;;;;;PHILIPS;CITYSPIRIT STREET;5;MOYEN;COSMO;;90;TOP;;SOUTERRAIN;;2.98941527964759;42.6679828345403
186/3833;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;5;BON;;OUI;OUI;;;;;PHILIPS;CITYSPIRIT STREET;5;MOYEN;COSMO;;90;TOP;;SOUTERRAIN;;2.9894136581885;42.6678775374654
186/13520;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;ENCASTRE DE SOL;;;;;;;;;;;LEC;DECORATION;;MOYEN;LED;16;;;;SOUTERRAIN;;2.98938399402118;42.6679249533387
186/4932;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;ENCASTRE DE SOL;;;;;;;;;;;LEC;DECORATION;;MOYEN;LED;16;;;;SOUTERRAIN;;2.98928690500358;42.6678851341796
186/6227;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;ENCASTRE DE SOL;;;;;;;;;;;LEC;DECORATION;;MOYEN;LED;16;;;;SOUTERRAIN;;2.98904904818436;42.6678399237751
186/3834;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;5;BON;;OUI;OUI;;;;;PHILIPS;CITYSPIRIT STREET;5;MOYEN;COSMO;;90;TOP;;SOUTERRAIN;;2.98899565412048;42.6677538491401
186/3835;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;5;BON;;OUI;OUI;;;;;PHILIPS;CITYSPIRIT STREET;5;MOYEN;COSMO;;90;TOP;;SOUTERRAIN;;2.98871890833427;42.6676435006127
186/7898;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;ENCASTRE DE SOL;;;;;;;;;;;LEC;DECORATION;;MOYEN;LED;16;;;;SOUTERRAIN;;2.98862611506036;42.6676582673959
186/7770;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;ENCASTRE DE SOL;;;;;;;;;;;LEC;DECORATION;;MOYEN;LED;16;;;;SOUTERRAIN;;2.98849318955116;42.6676057401433
186/3836;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;5;BON;;OUI;OUI;;;;;PHILIPS;CITYSPIRIT STREET;5;MOYEN;COSMO;;90;TOP;;SOUTERRAIN;;2.98849761016067;42.6675577797498
186/3837;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;5;BON;;OUI;OUI;;;;;PHILIPS;CITYSPIRIT STREET;5;MOYEN;COSMO;;90;TOP;;SOUTERRAIN;;2.98826858647561;42.6674967546879
186/3994;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;5;BON;;OUI;OUI;;;;;PHILIPS;CITYSPIRIT STREET;5;MOYEN;COSMO;;90;TOP;;SOUTERRAIN;;2.98805489972738;42.6674135964845
186/1828;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;PHILIPS;MODENA;7;MOYEN;COSMO;;140;LATERALE;;SOUTERRAIN;;2.98808643598375;42.6675266166041
