CODE FOYER;RANG LUMINAIRE;ARMOIRE;ADRESSE;DOMAINE;TYPE SUPPORT;NATURE SUPPORT;HAUTEUR SUPPORT;ETAT SUPPORT;OBSERVATION SUPPORT;COFFRET CLASSE II;MISE A LA TERRE MAT;TYPE CROSSE;SAILLIE CROSSE;ETAT CROSSE;OBSERVATION CROSSE;MARQUE LUMINAIRE;MODELE LUMINAIRE;HAUTEUR DE FEU;ETAT LUMINAIRE;TYPE SOURCE;NOMBRE DE LEDS;PUISSANCE ESTIMEE SOURCE;TYPE DE FIXATION;OBSERVATION LUMINAIRE;TYPE RESEAU;OBSERVATION RESEAU;X;Y
186/1847;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;PHILIPS;MODENA;7;MOYEN;COSMO;;140;LATERALE;;SOUTERRAIN;;2.98834512024288;42.6676262852445
186/7749;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;ENCASTRE DE SOL;;;;;;;;;;;LEC;DECORATION;;MOYEN;LED;16;;;;SOUTERRAIN;;2.98846516570754;42.6676446908858
186/7984;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;ENCASTRE DE SOL;;;;;;;;;;;LEC;DECORATION;;MOYEN;LED;16;;;;SOUTERRAIN;;2.98848137490853;42.6676861489702
186/1848;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;PHILIPS;MODENA;7;MOYEN;COSMO;;140;LATERALE;;SOUTERRAIN;;2.98855323833463;42.667736870932
186/7983;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;ENCASTRE DE SOL;;;;;;;;;;;LEC;DECORATION;;MOYEN;LED;16;;;;SOUTERRAIN;;2.98854612906747;42.667712217382
186/7899;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;ENCASTRE DE SOL;;;;;;;;;;;LEC;DECORATION;;MOYEN;LED;16;;;;SOUTERRAIN;;2.98859541154227;42.6677013741499
186/2686;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;PHILIPS;MODENA;7;MOYEN;COSMO;;140;LATERALE;;SOUTERRAIN;;2.98871117204303;42.6677885268382
186/2837;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;PHILIPS;MODENA;7;MOYEN;COSMO;;140;LATERALE;;SOUTERRAIN;;2.98897261143513;42.6679000039476
186/13523;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;ENCASTRE DE SOL;;;;;;;;;;;LEC;DECORATION;;MOYEN;LED;16;;;;SOUTERRAIN;;2.98902033802785;42.6678810607133
186/13522;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;ENCASTRE DE SOL;;;;;;;;;;;LEC;DECORATION;;MOYEN;LED;16;;;;SOUTERRAIN;;2.98906213124815;42.6679425147397
186/DA;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;5;BON;;OUI;OUI;;;;;PHILIPS;CITYSPIRIT STREET;5;MOYEN;COSMO;;90;TOP;;SOUTERRAIN;;2.98901062634133;42.6680440387876
186/13521;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;ENCASTRE DE SOL;;;;;;;;;;;LEC;DECORATION;;MOYEN;LED;16;;;;SOUTERRAIN;;2.98918406946312;42.6679978621503
186/2838;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;PHILIPS;MODENA;7;MOYEN;COSMO;;140;LATERALE;;SOUTERRAIN;;2.98926122396626;42.6680312107364
186/4931;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;ENCASTRE DE SOL;;;;;;;;;;;LEC;DECORATION;;MOYEN;LED;16;;;;SOUTERRAIN;;2.98940525085576;42.6680554354795
186/3241;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;PHILIPS;MODENA;7;MOYEN;COSMO;;140;LATERALE;;SOUTERRAIN;;2.98948401424154;42.6681300469684
186/6228;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;ENCASTRE DE SOL;;;;;;;;;;;LEC;DECORATION;;MOYEN;LED;16;;;;SOUTERRAIN;;2.98957852239934;42.6681480099097
186/6786;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;ENCASTRE DE SOL;;;;;;;;;;;LEC;DECORATION;;MOYEN;LED;16;;;;SOUTERRAIN;;2.98965538225503;42.668182162272
186/3449;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;PHILIPS;MODENA;7;MOYEN;COSMO;;140;LATERALE;;SOUTERRAIN;;2.98969072557156;42.6682243353441
186/3450;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;PHILIPS;MODENA;7;MOYEN;COSMO;;140;LATERALE;;SOUTERRAIN;;2.98996805795768;42.6683534726954
186/7074;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;ENCASTRE DE SOL;;;;;;;;;;;LEC;DECORATION;;MOYEN;LED;16;;;;SOUTERRAIN;;2.98994729339987;42.6683002075666
186/7073;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;ENCASTRE DE SOL;;;;;;;;;;;LEC;DECORATION;;MOYEN;LED;16;;;;SOUTERRAIN;;2.98998987354432;42.6683201685371
186/3469;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;PHILIPS;MODENA;7;MOYEN;COSMO;;140;LATERALE;;SOUTERRAIN;;2.99016354214328;42.668406166428
186/3469;2;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;PHILIPS;MODENA;7;MOYEN;COSMO;;140;LATERALE;;SOUTERRAIN;;2.99015909188936;42.6684119605165
186/7476;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;ENCASTRE DE SOL;;;;;;;;;;;LEC;DECORATION;;MOYEN;LED;16;;;;SOUTERRAIN;;2.9901788665037;42.6683946575118
186/7478;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;ENCASTRE DE SOL;;;;;;;;;;;LEC;DECORATION;;MOYEN;LED;16;;;;SOUTERRAIN;;2.99040961675072;42.6684462309669
186/3597;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;PHILIPS;MODENA;7;MOYEN;COSMO;;140;LATERALE;;SOUTERRAIN;;2.99044351377966;42.6684644190543
186/3597;2;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;PHILIPS;MODENA;7;MOYEN;COSMO;;140;LATERALE;;SOUTERRAIN;;2.99043704680793;42.6684789504974
186/3598;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;PHILIPS;MODENA;7;MOYEN;COSMO;;140;LATERALE;;SOUTERRAIN;;2.99061214013491;42.668485087389
186/3598;2;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;7;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;PHILIPS;MODENA;7;MOYEN;COSMO;;140;LATERALE;;SOUTERRAIN;;2.99060825851456;42.6684995038968
186/1203;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;CONSOLE FACADE;;;;;NON;;CROSSE STYLE;0.5;BON;;STYLE;4 FACES;4;MOYEN;COSMO;;140;TOP;;SOUTERRAIN;;2.99071331828366;42.6684996293956
186/1247;1;295;AVENUE DE CABESTANY;ECLAIRAGE PUBLIC;CONSOLE FACADE;;;;;NON;;CROSSE STYLE;0.5;BON;;STYLE;4 FACES;4;MOYEN;COSMO;;140;TOP;;SOUTERRAIN;;2.99091448072019;42.6685398471148
186/523;1;295;AVENUE DE CANET;ECLAIRAGE PUBLIC;CONSOLE FACADE;;;;;NON;;CROSSE STYLE;0.5;BON;;STYLE;4 FACES;4;MOYEN;COSMO;;140;TOP;;SOUTERRAIN;;2.99110548949905;42.668628375148
186/1589;1;295;RUE DU CENTRE;ECLAIRAGE PUBLIC;CONSOLE FACADE;;;;;NON;;CROSSE STYLE;0.5;BON;;STYLE;4 FACES;4;MOYEN;LAMPE LED;;;TOP;;SOUTERRAIN;;2.99118088959243;42.6684878965805
186/12728;1;295;RUE DU CENTRE;ECLAIRAGE PUBLIC;CONSOLE FACADE;;;;;NON;;CROSSE STYLE;0.5;BON;;STYLE;4 FACES;4;MOYEN;SHP;;70;TOP;;SOUTERRAIN;;2.99143523768367;42.6686441265301
186/13423;1;295;RUE DU CENTRE;ECLAIRAGE PUBLIC;CONSOLE FACADE;;;;;NON;;CROSSE STYLE;0.5;BON;;STYLE;4 FACES;4;MOYEN;IM;;70;TOP;;SOUTERRAIN;;2.99168590986876;42.6687331900944
186/14123;1;295;RUE PIERRE CURIE;ECLAIRAGE PUBLIC;CONSOLE FACADE;;;;;NON;;CROSSE STYLE;0.5;BON;;STYLE;4 FACES;4;MOYEN;IM;;70;TOP;;SOUTERRAIN;;2.99179412362281;42.6685869077843
186/8503;1;295;RUE MISTRAL;ECLAIRAGE PUBLIC;CONSOLE FACADE;;;;;NON;;CROSSE STYLE;0.5;BON;;STYLE;4 FACES;4;MOYEN;IM;;70;TOP;;SOUTERRAIN;;2.99157660825485;42.6685070074018
186/14122;1;295;PLACE DE L’EGLISE;ECLAIRAGE PUBLIC;CONSOLE FACADE;;;;;NON;;CROSSE STYLE;0.5;BON;;STYLE;4 FACES;4;MOYEN;IM;;70;TOP;;SOUTERRAIN;;2.99132762580084;42.6688168630564
186/8474;1;295;AVENUE DE CANET;ECLAIRAGE PUBLIC;ENCASTRE DE SOL;;;;;;;;;;;DISANO;DECORATION;;MOYEN;LED;16;;;;SOUTERRAIN;;2.9911000385219;42.6686984059194
186/521;1;295;AVENUE D’ELNE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRIQUE;ACIER THERMOLAQUE;5;BON;;OUI;OUI;;;;;LUDEC;QUADRO;5;MOYEN;COSMO;;60;TOP;;SOUTERRAIN;;2.99114493003162;42.668418475893
186/518;1;295;AVENUE D’ELNE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRIQUE;ACIER THERMOLAQUE;5;BON;;OUI;OUI;;;;;LUDEC;QUADRO;5;MOYEN;COSMO;;60;TOP;;SOUTERRAIN;;2.99144609651882;42.6681476340718
186/14120;1;295;AVENUE D’ELNE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRIQUE;ACIER THERMOLAQUE;5;VETUSTE;ACCIDENTÉ;OUI;OUI;;;;;LUDEC;QUADRO;5;MOYEN;COSMO;;60;TOP;;SOUTERRAIN;;2.99158803213034;42.6680400518605
186/519;1;295;AVENUE D’ELNE;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRIQUE;ACIER THERMOLAQUE;5;BON;;OUI;OUI;;;;;LUDEC;QUADRO;5;MOYEN;COSMO;;60;TOP;;SOUTERRAIN;;2.9912961102057;42.6682636740862
186/14119;1;295;AVENUE D’ELNE;ECLAIRAGE PUBLIC;BORNE;ACIER THERMOLAQUE;1;BON;;;;;;;;BENITO/LUXECO;GARDEN;1;MOYEN;SHP;;;;;SOUTERRAIN;;2.99171959489528;42.6679414730906
186/524;1;295;RUE DE L’EGLISE;MISE EN VALEUR;CONSOLE FACADE;;;;;OUI;NON;;;;;LUDEC;CUBE;9;BON;IM;;250;APPLIQUE;;TENDU SUR FACADE;;2.99120164696369;42.6687344516826
186/524;2;295;RUE DE L’EGLISE;MISE EN VALEUR;CONSOLE FACADE;;;;;OUI;NON;;;;;LUDEC;CUBE;9;BON;IM;;250;APPLIQUE;;TENDU SUR FACADE;;2.9912058726388;42.6687159109578
186/526;1;295;ÉGLISE;MISE EN VALEUR;ENCASTRE DE SOL;;;;;;;;;;;LEC;DECORATION;;MOYEN;LED;18;;;;SOUTERRAIN;;2.99114612838418;42.668871937556
186/535;1;295;ÉGLISE;MISE EN VALEUR;ENCASTRE DE SOL;;;;;;;;;;;LEC;DECORATION;;MOYEN;LED;18;;;;SOUTERRAIN;;2.99123587457267;42.6688862238525
186/525;1;295;PARKING DE L’EGLISE;ECLAIRAGE PUBLIC;CONSOLE FACADE;;;;;NON;;CROSSE STYLE;0.5;BON;;STYLE;4 FACES;4;MOYEN;IM;;70;TOP;;SOUTERRAIN;;2.99139338517457;42.6689350260384
186/1767;1;295;RUE ARISTIDE MAILLOL;ECLAIRAGE PUBLIC;CONSOLE FACADE;;;;;NON;;CROSSE STYLE;0.5;BON;;STYLE;4 FACES;4;MOYEN;IM;;70;TOP;;SOUTERRAIN;;2.99177373725574;42.6688755307623
186/13424;1;295;RUE ARISTIDE MAILLOL;ECLAIRAGE PUBLIC;CONSOLE FACADE;;;;;NON;;CROSSE STYLE;0.5;BON;;STYLE;4 FACES;4;MOYEN;IM;;70;TOP;;SOUTERRAIN;;2.99143718702784;42.6691156258282
186/13424;2;295;RUE ARISTIDE MAILLOL;MISE EN VALEUR;CONSOLE FACADE;;;;;OUI;NON;;;;;LUDEC;CUBE;9;BON;IM;;250;APPLIQUE;;TENDU SUR FACADE;;2.99144898999233;42.6691222164295
186/13425;1;295;RUE ARISTIDE MAILLOL;ECLAIRAGE PUBLIC;CONSOLE FACADE;;;;;NON;;CROSSE STYLE;0.5;BON;;STYLE;4 FACES;4;MOYEN;IM;;70;TOP;;SOUTERRAIN;;2.99115347929816;42.6692563711448
186/13425;2;295;RUE ARISTIDE MAILLOL;MISE EN VALEUR;CONSOLE FACADE;;;;;OUI;NON;;;;;LUDEC;CUBE;9;BON;IM;;250;APPLIQUE;;TENDU SUR FACADE;;2.99116126230178;42.6692598124112
186/13425;3;295;RUE ARISTIDE MAILLOL;MISE EN VALEUR;CONSOLE FACADE;;;;;OUI;NON;;;;;LUDEC;CUBE;9;BON;IM;;250;APPLIQUE;;TENDU SUR FACADE;;2.99116740228674;42.6692633012343
186/14108;1;295;AVENUE DE CANET;ECLAIRAGE PUBLIC;CONSOLE FACADE;;;;;NON;;CROSSE STYLE;0.5;BON;;STYLE;4 FACES;4;MOYEN;IM;;70;TOP;;SOUTERRAIN;;2.99110796345936;42.6694522310798
186/1769;1;295;AVENUE DE CANET;ECLAIRAGE PUBLIC;CONSOLE FACADE;;;;;NON;;CROSSE STYLE;0.5;BON;;STYLE;4 FACES;4;MOYEN;SHP;;70;TOP;;SOUTERRAIN;;2.99106692572222;42.6696203497312
186/511;1;295;RUE DE LA MARINADE;ECLAIRAGE PUBLIC;CONSOLE FACADE;;;;;NON;;CROSSE COURBE;0.5;BON;;MAZDA;SOLAIR;4;MOYEN;LAMPE LED;;;TOP;;SOUTERRAIN;;2.99135591195248;42.6696935920918
186/14109;1;295;AVENUE DE CANET;ECLAIRAGE PUBLIC;CONSOLE FACADE;;;;;NON;;CROSSE STYLE;0.5;BON;;STYLE;4 FACES;4;MOYEN;IM;;70;TOP;;SOUTERRAIN;;2.99101491326728;42.6698399437926
186/512;1;295;AVENUE DE CANET;ECLAIRAGE PUBLIC;CONSOLE FACADE;;;;;NON;;CROSSE STYLE;0.5;BON;;STYLE;4 FACES;4;MOYEN;IM;;70;TOP;;SOUTERRAIN;;2.99095804541823;42.6701313779955
186/513;1;295;AVENUE DE CANET;ECLAIRAGE PUBLIC;CONSOLE FACADE;;;;;NON;;CROSSE STYLE;0.5;BON;;STYLE;4 FACES;4;MOYEN;IM;;70;TOP;;SOUTERRAIN;;2.99097620935327;42.6703749767861
186/516;1;295;PASSAGE MADAME DE POMPADOUR;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;5;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;SITECO;SC;5;MOYEN;IM;;70;TOP;;SOUTERRAIN;;2.99128162217682;42.6706676634244
186/516;2;295;PASSAGE MADAME DE POMPADOUR;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;5;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;SITECO;SC;5;MOYEN;IM;;70;TOP;;SOUTERRAIN;;2.99127928386214;42.6706711686808
186/515;1;295;PASSAGE MADAME DE POMPADOUR;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;5;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;SITECO;SC;5;MOYEN;IM;;70;TOP;;SOUTERRAIN;;2.99147830920657;42.6705511331848
186/515;2;295;PASSAGE MADAME DE POMPADOUR;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;5;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;SITECO;SC;5;MOYEN;IM;;70;TOP;;SOUTERRAIN;;2.99150051286546;42.6705798536146
186/514;2;295;PASSAGE MADAME DE POMPADOUR;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;5;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;SITECO;SC;5;MOYEN;IM;;70;TOP;;SOUTERRAIN;;2.99167910153722;42.6704495736017
186/514;1;295;PASSAGE MADAME DE POMPADOUR;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;5;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;SITECO;SC;5;MOYEN;IM;;70;TOP;;SOUTERRAIN;;2.99164526469538;42.67042059948
186/14111;1;295;PASSAGE MADAME DE POMPADOUR;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;5;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;SITECO;SC;5;MOYEN;IM;;70;TOP;;SOUTERRAIN;;2.99181999420468;42.6702942966691
186/14111;2;295;PASSAGE MADAME DE POMPADOUR;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;5;BON;;OUI;OUI;CROSSE DROITE;0.5;BON;;SITECO;SC;5;MOYEN;IM;;70;TOP;;SOUTERRAIN;;2.99185111813432;42.6703160502583
186/362;1;353;ALLEE JULES FERRY;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;;;;;BENITO;DUNA JUNIOR;6;MOYEN;IM;;100;TOP;;SOUTERRAIN;;2.99293075656193;42.6701328159095
186/361;1;353;ALLEE JULES FERRY;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;;;;;BENITO;DUNA JUNIOR;6;MOYEN;IM;;100;TOP;;SOUTERRAIN;;2.99260795774436;42.6701520959741
186/360;1;353;ALLEE JULES FERRY;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;;;;;BENITO;DUNA JUNIOR;6;MOYEN;IM;;100;TOP;;SOUTERRAIN;;2.99233239324274;42.6702654882607
186/359;1;353;ALLEE JULES FERRY;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;;;;;BENITO;DUNA JUNIOR;6;MOYEN;IM;;100;TOP;;SOUTERRAIN;;2.99208783049991;42.670422864993
186/358;1;353;ALLEE JULES FERRY;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;;;;;BENITO;DUNA JUNIOR;6;MOYEN;IM;;100;TOP;;SOUTERRAIN;;2.99189304520358;42.6705549911538
186/357;1;353;ALLEE JULES FERRY;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;6;BON;;OUI;OUI;;;;;BENITO;DUNA JUNIOR;6;MOYEN;IM;;100;TOP;;SOUTERRAIN;;2.99165082796194;42.6706668226119
186/14110;1;295;RUE DE LA TREILLE;ECLAIRAGE PUBLIC;CONSOLE FACADE;;;;;NON;;CROSSE COURBE;0.5;BON;;MAZDA;SOLAIR;4;MOYEN;BF;;125;TOP;;SOUTERRAIN;;2.99079929693783;42.6698531030443
186/498;1;295;RUE MARÉCHAL JOFFRE;ECLAIRAGE PUBLIC;CONSOLE FACADE;;;;;NON;;CROSSE STYLE;0.5;BON;;STYLE;4 FACES;4;MOYEN;IM;;70;TOP;;SOUTERRAIN;;2.99088256537478;42.6695413007519
186/531;1;295;RUE DE LA MAIRIE;ECLAIRAGE PUBLIC;CONSOLE FACADE;;;;;NON;;CROSSE STYLE;0.5;BON;;STYLE;4 FACES;4;MOYEN;IM;;70;TOP;;SOUTERRAIN;;2.99050091971958;42.6694825042145
186/8095;1;295;RUE DE LA MAIRIE;ECLAIRAGE PUBLIC;CONSOLE FACADE;;;;;NON;;CROSSE STYLE;0.5;BON;;STYLE;4 FACES;4;MOYEN;IM;;70;TOP;;SOUTERRAIN;;2.99045472116115;42.6698080486295
186/8096;1;295;RUE SERRAT DE MADAME;ECLAIRAGE PUBLIC;CONSOLE FACADE;;;;;NON;;CROSSE STYLE;0.5;BON;;STYLE;4 FACES;4;MOYEN;LED;;19;TOP;;SOUTERRAIN;;2.99029462520784;42.6697967288776
186/8097;1;295;RUE SERRAT DE MADAME;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;5;BON;;OUI;OUI;CROSSE STYLE;0.5;BON;;STYLE;4 FACES;6;BON;LED;;19;TOP;;SOUTERRAIN;;2.9900529352773;42.6697761851543
186/504;1;295;RUE DES PARAGUERES;ECLAIRAGE PUBLIC;CONSOLE FACADE;;;;;NON;;CROSSE STYLE;0.5;BON;;STYLE;4 FACES;4;MOYEN;LED;;19;TOP;;SOUTERRAIN;;2.98992210823258;42.669676470423
186/14089;1;295;RUEE DES PARAGUERES;ECLAIRAGE PUBLIC;CONSOLE FACADE;;;;;NON;;CROSSE STYLE;0.5;BON;;STYLE;4 FACES;4;MOYEN;LED;;19;TOP;;SOUTERRAIN;;2.99000067937891;42.6693353544354
186/502;1;295;RUE DES PARAGUERES;ECLAIRAGE PUBLIC;CONSOLE FACADE;;;;;NON;;CROSSE STYLE;0.5;BON;;STYLE;4 FACES;4;MOYEN;LED;;19;TOP;;SOUTERRAIN;;2.99005238371171;42.6691299741568
186/14087;1;295;RUE SERRAT DE MADAME;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;5;BON;;OUI;OUI;CROSSE STYLE;0.5;BON;;STYLE;4 FACES;6;BON;SHP;;70;TOP;;SOUTERRAIN;;2.989728048775;42.6692359230171
186/500;1;295;IMPASSE BEAUSEJOUR;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;5;BON;;OUI;OUI;CROSSE STYLE;0.5;BON;;STYLE;4 FACES;6;BON;SHP;;70;TOP;;SOUTERRAIN;;2.98969449490252;42.6693787110204
186/501;1;295;IMPASSE BEAUSEJOUR;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;5;BON;;OUI;OUI;CROSSE STYLE;0.5;BON;;STYLE;4 FACES;6;BON;IM;;70;TOP;;SOUTERRAIN;;2.9893677506842;42.6693345941873
186/14088;1;295;IMPASSE BEAUSEJOUR;ECLAIRAGE PUBLIC;CANDELABRE CYLINDRO CONIQUE;ACIER THERMOLAQUE;5;BON;;OUI;OUI;CROSSE STYLE;0.5;BON;;STYLE;4 FACES;6;BON;SHP;;70;TOP;;SOUTERRAIN;;2.98913704086138;42.6693099406104
186/499;1;295;RUE DE TILLEULS;ECLAIRAGE PUBLIC;CONSOLE FACADE;;;;;NON;;CROSSE STYLE;0.5;BON;;STYLE;4 FACES;4;MOYEN;LED;;19;TOP;;SOUTERRAIN;;2.99016873979552;42.6692399224172
186/497;1;295;RUE PAUL VALERY;ECLAIRAGE PUBLIC;CONSOLE FACADE;;;;;NON;;CROSSE STYLE;0.5;BON;;STYLE;4 FACES;4;MOYEN;LED;;19;TOP;;SOUTERRAIN;;2.99019946936473;42.6694554477621
186/XA;1;295;RUE PAUL VALERY;ECLAIRAGE PUBLIC;CONSOLE FACADE;;;;;NON;;CROSSE STYLE;0.5;BON;;STYLE;4 FACES;4;MOYEN;LED;;19;TOP;;SOUTERRAIN;;2.99014690714083;42.6697063841326
186/8467;1;295;RUE FRANÇOIS ARAGO;ECLAIRAGE PUBLIC;CONSOLE FACADE;;;;;NON;;CROSSE STYLE;0.5;BON;;STYLE;4 FACES;4;MOYEN;LED;;19;TOP;;SOUTERRAIN;;2.99034436043354;42.6695407327143
186/14086;1;295;RUE FRANÇOIS ARAGO;ECLAIRAGE PUBLIC;CONSOLE FACADE;;;;;NON;;CROSSE STYLE;0.5;BON;;STYLE;4 FACES;4;MOYEN;LED;;19;TOP;;SOUTERRAIN;;2.99039233945288;42.6693089029472
186/505;1;295;PLACE RIGAUD;ECLAIRAGE PUBLIC;CONSOLE FACADE;;;;;NON;;CROSSE STYLE;0.5;BON;;STYLE;4 FACES;4;MOYEN;IM;;70;TOP;;SOUTERRAIN;;2.99052942506018;42.6692660694389
186/13427;1;295;PLACE RIGAUD;ECLAIRAGE PUBLIC;CONSOLE FACADE;;;;;NON;;CROSSE STYLE;0.5;BON;;STYLE;4 FACES;4;MOYEN;IM;;70;TOP;;SOUTERRAIN;;2.99072451578368;42.6691059631783
186/14107;1;295;AVENUE DE CANET;ECLAIRAGE PUBLIC;CONSOLE FACADE;;;;;NON;;CROSSE STYLE;0.5;BON;;STYLE;4 FACES;4;MOYEN;IM;;70;TOP;;SOUTERRAIN;;2.99092908463177;42.6691371281743
186/8101;1;295;ÉGLISE;MISE EN VALEUR;ENCASTRE DE SOL;;;;;;;;;;;LEC;DECORATION;;MOYEN;LED;18;;;;SOUTERRAIN;;2.99115612753164;42.6691571522853
186/539;1;295;ÉGLISE;MISE EN VALEUR;ENCASTRE DE SOL;;;;;;;;;;;LEC;DECORATION;;MOYEN;LED;18;;;;SOUTERRAIN;;2.99111234813626;42.6691598273623
